1 s a t u
2 d u a 
3 t i g a
4 ə m p a t
5 l i m a
6 ə n a m
7 t u d ʒ u h
8 d ə l a p a n
9 s ə m b i l a n
10 s ə p u l u h
11 s ə b ə l a s
21 d u a p u l u h s a t u
29 d u a p u l u h s ə m b i l a n
30 t i g a p u l u h
100 s ə r a t u s
15 l i m a b ə l a s
1879 d ə l a p a n b ə l a s t u d ʒ u h p u l u h s ə m b i l a n
selentingan	s ə l ə n t i ŋ a n 
selenting	s ə l ə n t i ŋ 
selepa	s ə l ə p a 
selepas	s ə l ə p a s 
selepat	s ə l ə p a t 
seléper	s ə l e p ə r 
selépé	s ə l e p e 
selepétan	s ə l ə p e t a n 
selepi	s ə l ə p i 
selérak	s ə l e r a ʔ 
selérang	s ə l e r a ŋ 
seléra	s ə l e r a 
selesai	s ə l ə s a i 
selésa	s ə l e s a 
selé	s ə l e 
selésma	s ə l e s m a 
selesma	s ə l ə s m a 
seletuk	s ə l ə t u ʔ 
seléwat	s ə l e w a t 
seléwéng	s ə l e w e ŋ 
seliap	s ə l i a p 
selia	s ə l i a 
sélibat	s e l i b a t 
selibat	s ə l i b a t 
selibut	s ə l i b u t 
selidik	s ə l i d i ʔ 
seligi	s ə l i g i 
seligit	s ə l i g i t 
selilit	s ə l i l i t 
selimang	s ə l i m a ŋ 
selimpang	s ə l i m p a ŋ 
selimpat	s ə l i m p a t 
selimutnya	s ə l i m u t ɲ a 
selimut	s ə l i m u t 
selinap	s ə l i n a p 
selindung	s ə l i n d u ŋ 
selingan	s ə l i ŋ a n 
selingar	s ə l i ŋ a r 
selingkit	s ə l i ŋ k i t 
selingkuh	s ə l i ŋ k u h 
selingkup	s ə l i ŋ k u p 
seling	s ə l i ŋ 
selipan	s ə l i p a n 
selipar	s ə l i p a r 
selip	s ə l i p 
selirak	s ə l i r a ʔ 
selira	s ə l i r a 
selirat	s ə l i r a t 
seliri	s ə l i r i 
selir	s ə l i r 
seli	s ə l i 
selisih	s ə l i s i h 
selisik	s ə l i s i ʔ 
selisip	s ə l i s i p 
selisir	s ə l i s i r 
seliter	s ə l i t ə r 
selit	s ə l i t 
seliweran	s ə l i w ə r a n 
seliwer	s ə l i w ə r 
sélofan	s e l o f a n 
sélokan	s e l o k a n 
selokan	s ə l o k a n 
seloka	s ə l o k a 
seloki	s ə l o k i 
selomot	s ə l o m o t 
selomprét	s ə l o m p r e t 
selom	s ə l o m 
selongkar	s ə l o ŋ k a r 
sélong	s e l o ŋ 
selong	s ə l o ŋ 
selongsong	s ə l o ŋ s o ŋ 
selonjor	s ə l o n d ʒ o r 
selonong	s ə l o n o ŋ 
selop	s ə l o p 
seloroh	s ə l o r o h 
sélo	s e l o 
selot	s ə l o t 
seloyak	s ə l o j a ʔ 
seloyongan	s ə l o j o ŋ a n 
seloyong	s ə l o j o ŋ 
sél	s e l 
sel	s ə l 
sélter	s e l t ə r 
seluang	s ə l u a ŋ 
seluar	s ə l u a r 
seluas	s ə l u a s 
selubung	s ə l u b u ŋ 
seludang	s ə l u d a ŋ 
seluduk	s ə l u d u ʔ 
seludup	s ə l u d u p 
seludu	s ə l u d u 
selui	s ə l u i 
selukat	s ə l u k a t 
seluk	s ə l u ʔ 
selukung	s ə l u k u ŋ 
sélular	s e l u l a r 
sélulér	s e l u l e r 
séluloid	s e l u l o i d 
sélulosa	s e l u l o s a 
selulup	s ə l u l u p 
selulur	s ə l u l u r 
selumar	s ə l u m a r 
selumbari	s ə l u m b a r i 
selumbar	s ə l u m b a r 
selumbat	s ə l u m b a t 
selumur	s ə l u m u r 
selumu	s ə l u m u 
selundat	s ə l u n d a t 
selundupan	s ə l u n d u p a n 
selundup	s ə l u n d u p 
selungkang	s ə l u ŋ k a ŋ 
selungkup	s ə l u ŋ k u p 
selupan	s ə l u p a n 
selupat	s ə l u p a t 
selup	s ə l u p 
selurah	s ə l u r a h 
seluruhnya	s ə l u r u h ɲ a 
seluruh	s ə l u r u h 
seluru	s ə l u r u 
selusuh	s ə l u s u h 
selusup	s ə l u s u p 
selusur	s ə l u s u r 
selut	s ə l u t 
semacam	s ə m a t ʃ a m 
semadi	s ə m a d i 
sémafor	s e m a f o r 
sémahan	s e m a h a n 
sémah	s e m a h 
semah	s ə m a h 
semaian	s ə m a i a n 
semai	s ə m a i 
semaja	s ə m a d ʒ a 
semakin	s ə m a k i n 
sémak	s e m a ʔ 
semak	s ə m a ʔ 
semaksimal	s ə m a ʔ s i m a l 
semaksimum	s ə m a ʔ s i m u m 
semalaman	s ə m a l a m a n 
semalam	s ə m a l a m 
semalu	s ə m a l u 
semambu	s ə m a m b u 
semampai	s ə m a m p a i 
semampang	s ə m a m p a ŋ 
semampat	s ə m a m p a t 
semampu	s ə m a m p u 
semanak	s ə m a n a ʔ 
semandan	s ə m a n d a n 
semandéra	s ə m a n d e r a 
semandera	s ə m a n d ə r a 
semangatnya	s ə m a ŋ a t ɲ a 
semangat	s ə m a ŋ a t 
semanggi	s ə m a ŋ g i 
semangka	s ə m a ŋ k a 
semangkok	s ə m a ŋ k o ʔ 
semang	s ə m a ŋ 
semanis	s ə m a n i s 
séman	s e m a n 
semantan	s ə m a n t a n 
sémantik	s e m a n t i ʔ 
sémantis	s e m a n t i s 
semantung	s ə m a n t u ŋ 
semaput	s ə m a p u t 
semarai	s ə m a r a i 
semarak	s ə m a r a ʔ 
semaram	s ə m a r a m 
semara	s ə m a r a 
semasa	s ə m a s a 
séma	s e m a 
sema	s ə m a 
sematan	s ə m a t a n 
semata	s ə m a t a 
semati	s ə m a t i 
semat	s ə m a t 
semaunya	s ə m a u ɲ a 
semau	s ə m a u 
semawang	s ə m a w a ŋ 
semawar	s ə m a w a r 
semayam	s ə m a j a m 
semaya	s ə m a j a 
semayi	s ə m a j i 
sembabat	s ə m b a b a t 
sembab	s ə m b a b 
sembada	s ə m b a d a 
sembahan	s ə m b a h a n 
sembah	s ə m b a h 
sembahyangan	s ə m b a h j a ŋ a n 
sembahyang	s ə m b a h j a ŋ 
sémbai	s e m b a i 
sembak	s ə m b a ʔ 
sembam	s ə m b a m 
sembap	s ə m b a p 
sembarangan	s ə m b a r a ŋ a n 
sembarang	s ə m b a r a ŋ 
sembari	s ə m b a r i 
sémbar	s e m b a r 
sembar	s ə m b a r 
sémbat	s e m b a t 
sembayan	s ə m b a j a n 
sembelihan	s ə m b ə l i h a n 
sembelih	s ə m b ə l i h 
sembelit	s ə m b ə l i t 
semberap	s ə m b ə r a p 
semberip	s ə m b ə r i p 
sembér	s ə m b e r  
sembér	s ə m b e r 
sembesi	s ə m b ə s i 
sembéta	s ə m b e t a 
sembiang	s ə m b i a ŋ 
sembilang	s ə m b i l a ŋ 
sembilan	s ə m b i l a n 
sembilik	s ə m b i l i ʔ 
sembiluan	s ə m b i l u a n 
sembilu	s ə m b i l u 
sembiran	s ə m b i r a n 
sembir	s ə m b i r 
semboyan	s ə m b o j a n 
sembrani	s ə m b r a n i 
sembrono	s ə m b r o n o 
sembuang	s ə m b u a ŋ 
sembuh	s ə m b u h 
sembul	s ə m b u l 
sembung	s ə m b u ŋ 
sembunyi	s ə m b u ɲ i 
semburan	s ə m b u r a n 
semburat	s ə m b u r a t 
semburit	s ə m b u r i t 
sembur	s ə m b u r 
semecah	s ə m ə t ʃ a h 
seméja	s ə m e d ʒ a 
seméléh	s ə m e l e h 
semeluk	s ə m ə l u ʔ 
semémangnya	s ə m e m a ŋ ɲ a 
seméméh	s ə m e m e h 
semenanjung	s ə m ə n a n d ʒ u ŋ 
semenda	s ə m ə n d a 
semenggah	s ə m ə ŋ g a h 
semengga	s ə m ə ŋ g a 
semenjak	s ə m ə n d ʒ a ʔ 
semenjana	s ə m ə n d ʒ a n a 
sémén	s e m e n 
semén	s ə m e n 
sementangkan	s ə m ə n t a ŋ k a n 
sementang	s ə m ə n t a ŋ 
sementara	s ə m ə n t a r a 
seméntasi	s ə m e n t a s i 
sementelah	s ə m ə n t ə l a h 
sementung	s ə m ə n t u ŋ 
semérah	s ə m e r a h 
semerbak	s ə m ə r b a ʔ 
semerdanta	s ə m ə r d a n t a 
semerdéka	s ə m ə r d e k a 
semesra	s ə m ə s r a 
semesta	s ə m ə s t a 
semésteran	s ə m e s t ə r a n 
séméster	s e m e s t ə r 
seméster	s ə m e s t ə r 
semestinya	s ə m ə s t i ɲ a 
semiang	s ə m i a ŋ 
sémifinalis	s e m i f i n a l i s 
sémifinal	s e m i f i n a l 
sémikonduktor	s e m i k o n d u ʔ t o r 
semilat	s ə m i l a t 
seminai	s ə m i n a i 
séminari	s e m i n a r i 
séminaris	s e m i n a r i s 
séminar	s e m i n a r 
seminar	s ə m i n a r 
seminau	s ə m i n a u 
seminggu	s ə m i ŋ g u 
sémiologi	s e m i o l o g i 
sémiotik	s e m i o t i ʔ 
sémipérmanén	s e m i p e r m a n e n 
semir	s ə m i r 
semisal	s ə m i s a l 
sémi	s e m i 
semi	s ə m i 
semoga	s ə m o g a 
sémok	s e m o ʔ 
sempadan	s ə m p a d a n 
sempada	s ə m p a d a 
sémpak	s e m p a ʔ 
sempak	s ə m p a ʔ 
sempalai	s ə m p a l a i 
sempalan	s ə m p a l a n 
sempal	s ə m p a l 
sémpang	s e m p a ŋ 
sempat	s ə m p a t 
sempelah	s ə m p ə l a h 
sempena	s ə m p ə n a 
sempil	s ə m p i l 
sempitan	s ə m p i t a n 
sempit	s ə m p i t 
semplak	s ə m p l a ʔ 
sempoyongan	s ə m p o j o ŋ a n 
sempritan	s ə m p r i t a n 
semprit	s ə m p r i t 
semprong	s ə m p r o ŋ 
semprotan	s ə m p r o t a n 
semprot	s ə m p r o t 
sempul	s ə m p u l 
sempuras	s ə m p u r a s 
sempurna	s ə m p u r n a 
sempur	s ə m p u r 
semrawut	s ə m r a w u t 
semringah	s ə m r i ŋ a h 
semuanya	s ə m u a ɲ a 
semua	s ə m u a 
semudah	s ə m u d a h 
semuda	s ə m u d a 
semulanya	s ə m u l a ɲ a 
semula	s ə m u l a 
semulia	s ə m u l i a 
semunding	s ə m u n d i ŋ 
semunian	s ə m u n i a n 
semuram	s ə m u r a m 
semurni	s ə m u r n i 
semur	s ə m u r 
semu	s ə m u 
semutan	s ə m u t a n 
semut	s ə m u t 
senada	s ə n a d a 
senak	s ə n a ʔ 
sénamaki	s e n a m a k i 
senam	s ə n a m 
senandungan	s ə n a n d u ŋ a n 
senandung	s ə n a n d u ŋ 
senangin	s ə n a ŋ i n 
senangi	s ə n a ŋ i 
senangnya	s ə n a ŋ ɲ a 
senang	s ə n a ŋ 
sénan	s e n a n 
senan	s ə n a n 
senantan	s ə n a n t a n 
senantiasa	s ə n a n t i a s a 
senapang	s ə n a p a ŋ 
senapan	s ə n a p a n 
sénapati	s e n a p a t i 
senarai	s ə n a r a i 
sénario	s e n a r i o 
senar	s ə n a r 
séna	s e n a 
sena	s ə n a 
senasib	s ə n a s i b 
senaskah	s ə n a s k a h 
sénator	s e n a t o r 
senator	s ə n a t o r 
sénat	s e n a t 
senat	s ə n a t 
senawan	s ə n a w a n 
senawar	s ə n a w a r 
senawat	s ə n a w a t 
senawi	s ə n a w i 
sendalan	s ə n d a l a n 
sendal	s ə n d a l 
sendam	s ə n d a m 
sendang	s ə n d a ŋ 
sendarat	s ə n d a r a t 
sendar	s ə n d a r 
senda	s ə n d a 
sendat	s ə n d a t 
sendawa	s ə n d a w a 
sendayan	s ə n d a j a n 
séndél	s e n d e l 
séndéng	s e n d e ŋ 
senderik	s ə n d ə r i ʔ 
séndér	s e n d e r 
sénder	s e n d ə r 
senderung	s ə n d ə r u ŋ 
senderut	s ə n d ə r u t 
sénding	s e n d i ŋ 
sendirian	s ə n d i r i a n 
sendirinya	s ə n d i r i ɲ a 
sendiri	s ə n d i r i 
sendi	s ə n d i 
sendocong	s ə n d o t ʃ o ŋ 
séndok	s e n d o ʔ 
sendorong	s ə n d o r o ŋ 
sendratari	s ə n d r a t a r i 
senduduk	s ə n d u d u ʔ 
sendu	s ə n d u 
senegara	s ə n ə g a r a 
senéwén	s ə n e w e n 
senéwen	s ə n e w ə n 
sengaja	s ə ŋ a d ʒ a 
sengal	s ə ŋ a l 
sengam	s ə ŋ a m 
sengangar	s ə ŋ a ŋ a r 
sengap	s ə ŋ a p 
sengarat	s ə ŋ a r a t 
sengaring	s ə ŋ a r i ŋ 
sengatan	s ə ŋ a t a n 
sengat	s ə ŋ a t 
sengauan	s ə ŋ a u a n 
sengau	s ə ŋ a u 
sengélat	s ə ŋ e l a t 
séngét	s e ŋ e t 
senggakan	s ə ŋ g a k a n 
senggak	s ə ŋ g a ʔ 
sénggang	s e ŋ g a ŋ 
senggang	s ə ŋ g a ŋ 
senggat	s ə ŋ g a t 
senggau	s ə ŋ g a u 
senggayut	s ə ŋ g a j u t 
senggeruk	s ə ŋ g ə r u ʔ 
sénggét	s e ŋ g e t 
sénggolan	s e ŋ g o l a n 
sénggol	s e ŋ g o l 
senggora	s ə ŋ g o r a 
senggugu	s ə ŋ g u g u 
senggugut	s ə ŋ g u g u t 
sengguk	s ə ŋ g u ʔ 
senggulung	s ə ŋ g u l u ŋ 
senggut	s ə ŋ g u t 
sengihan	s ə ŋ i h a n 
sengih	s ə ŋ i h 
sengingih	s ə ŋ i ŋ i h 
sengir	s ə ŋ i r 
sengit	s ə ŋ i t 
sengkak	s ə ŋ k a ʔ 
sengkalan	s ə ŋ k a l a n 
sengkal	s ə ŋ k a l 
séngkang	s e ŋ k a ŋ 
sengkang	s ə ŋ k a ŋ 
sengkar	s ə ŋ k a r 
sengkarut	s ə ŋ k a r u t 
sengkawang	s ə ŋ k a w a ŋ 
sengkayan	s ə ŋ k a j a n 
séngkédan	s e ŋ k e d a n 
séngkéd	s e ŋ k e d 
sengkelang	s ə ŋ k ə l a ŋ 
sengkela	s ə ŋ k ə l a 
sengkélat	s ə ŋ k e l a t 
sengkelat	s ə ŋ k ə l a t 
sengkeling	s ə ŋ k ə l i ŋ 
sengkelit	s ə ŋ k ə l i t 
sengkenit	s ə ŋ k ə n i t 
sengkeran	s ə ŋ k ə r a n 
sengker	s ə ŋ k ə r 
sengkéta	s ə ŋ k e t a 
sengkilit	s ə ŋ k i l i t 
sengkil	s ə ŋ k i l 
sengkuang	s ə ŋ k u a ŋ 
sengkuap	s ə ŋ k u a p 
séngon	s e ŋ o n 
sengon	s ə ŋ o n 
sengsam	s ə ŋ s a m 
sengsara	s ə ŋ s a r a 
sengsem	s ə ŋ s ə m 
séng	s e ŋ 
seng	s ə ŋ 
sengsurit	s ə ŋ s u r i t 
senguk	s ə ŋ u ʔ 
sengungut	s ə ŋ u ŋ u t 
sengut	s ə ŋ u t 
senigai	s ə n i g a i 
senilai	s ə n i l a i 
sénilitas	s e n i l i t a s 
sénil	s e n i l 
seniman	s ə n i m a n 
senin	s ə n i n 
sénioritas	s e n i o r i t a s 
sénioriti	s e n i o r i t i 
sénior	s e n i o r 
séni	s e n i 
seni	s ə n i 
seniwan	s ə n i w a n 
seniwati	s ə n i w a t i 
sénjang	s e n d ʒ a ŋ 
senjang	s ə n d ʒ a ŋ 
senja	s ə n d ʒ a 
senjata	s ə n d ʒ a t a 
senjolong	s ə n d ʒ o l o ŋ 
sénjong	s e n d ʒ o ŋ 
senjong	s ə n d ʒ o ŋ 
senohong	s ə n o h o ŋ 
senonoh	s ə n o n o h 
senoyong	s ə n o j o ŋ 
sénsasional	s e n s a s i o n a l 
sénsasi	s e n s a s i 
sén	s e n 
sen	s ə n 
sénsitif	s e n s i t i f 
sénsitivitas	s e n s i t i v i t a s 
sénsoran	s e n s o r a n 
sénsor	s e n s o r 
sénsualisme	s e n s u a l i s m ə 
sénsualitas	s e n s u a l i t a s 
sénsual	s e n s u a l 
sénsus	s e n s u s 
sentada	s ə n t a d a 
sentadu	s ə n t a d u 
sentagi	s ə n t a g i 
séntakan	s e n t a k a n 
sentakan	s ə n t a k a n 
sentaka	s ə n t a k a 
séntak	s e n t a ʔ 
sentak	s ə n t a ʔ 
sentali	s ə n t a l i 
sental	s ə n t a l 
sentana	s ə n t a n a 
sénta	s e n t a 
senta	s ə n t a 
sénténg	s e n t e ŋ 
sénterpor	s e n t ə r p o r 
séntér	s e n t e r 
sénter	s e n t ə r 
séntiare	s e n t i a r ə 
sentiasa	s ə n t i a s a 
séntigram	s e n t i g r a m 
sentilan	s ə n t i l a n 
séntiliter	s e n t i l i t ə r 
sentil	s ə n t i l 
séntimén	s e n t i m e n 
séntiméntalitas	s e n t i m e n t a l i t a s 
séntiméntal	s e n t i m e n t a l 
séntiméter	s e n t i m e t ə r 
senting	s ə n t i ŋ 
sentiong	s ə n t i o ŋ 
sénti	s e n t i 
séntol	s e n t o l 
sentong	s ə n t o ŋ 
sentosa	s ə n t o s a 
séntralisasi	s e n t r a l i s a s i 
séntralistis	s e n t r a l i s t i s 
séntral	s e n t r a l 
séntra	s e n t r a 
séntrifugal	s e n t r i f u g a l 
séntripetal	s e n t r i p ə t a l 
sentuhan	s ə n t u h a n 
sentuh	s ə n t u h 
sentuk	s ə n t u ʔ 
sentul	s ə n t u l 
senuh	s ə n u h 
senuk	s ə n u ʔ 
senunggang	s ə n u ŋ g a ŋ 
senur	s ə n u r 
sénu	s e n u 
senyampang	s ə ɲ a m p a ŋ 
senyap	s ə ɲ a p 
senyar	s ə ɲ a r 
senyawaan	s ə ɲ a w a ʔ a n 
senyawa	s ə ɲ a w a 
senyuman	s ə ɲ u m a n 
senyumnya	s ə ɲ u m ɲ a 
senyum	s ə ɲ u m 
senyur	s ə ɲ u r 
séok	s e o ʔ 
seolah	s ə o l a h 
seorang	s ə o r a ŋ 
sepadan	s ə p a d a n 
sepada	s ə p a d a 
sepadu	s ə p a d u 
sepaham	s ə p a h a m 
sépah	s e p a h 
sepah	s ə p a h 
sepai	s ə p a i 
sépakan	s e p a k a n 
sepakat	s ə p a k a t 
sépak	s e p a ʔ 
sepak	s ə p a ʔ 
sepam	s ə p a m 
sepanar	s ə p a n a r 
sepandai	s ə p a n d a i 
sepandri	s ə p a n d r i 
sepanduk	s ə p a n d u ʔ 
sepang	s ə p a ŋ 
sepanjang	s ə p a n d ʒ a ŋ 
sepan	s ə p a n 
sepantasnya	s ə p a n t a s ɲ a 
sepantas	s ə p a n t a s 
separah	s ə p a r a h 
séparasi	s e p a r a s i 
séparatisme	s e p a r a t i s m ə 
séparatis	s e p a r a t i s 
separbang	s ə p a r b a ŋ 
separuh	s ə p a r u h 
sepasang	s ə p a s a ŋ 
sepasin	s ə p a s i n 
sepatah	s ə p a t a h 
sepatbor	s ə p a t b o r 
sepat	s ə p a t 
sepatu	s ə p a t u 
sepatutnya	s ə p a t u t ɲ a 
sepédanya	s ə p e d a ɲ a 
sepéda	s ə p e d a 
sépeda	s e p ə d a 
sepedas	s ə p ə d a s 
sepégoh	s ə p e g o h 
sepekan	s ə p ə k a n 
sepekerjaan	s ə p ə k ə r d ʒ a ʔ a n 
sepélan	s ə p e l a n 
sepelémpar	s ə p ə l e m p a r 
sepélé	s ə p e l e 
sepéling	s ə p e l i ŋ 
sepél	s ə p e l 
sepemanah	s ə p ə m a n a h 
sepembawa	s ə p ə m b a w a 
sepembedil	s ə p ə m b ə d i l 
sepemeluk	s ə p ə m ə l u ʔ 
sepencapai	s ə p ə n t ʃ a p a i 
sepencarian	s ə p ə n t ʃ a r i a n 
sependekap	s ə p ə n d ə k a p 
sepenggal	s ə p ə ŋ g a l 
sepeninggal	s ə p ə n i ŋ g a l 
sepenjara	s ə p ə n d ʒ a r a 
sepén	s ə p e n 
sepenting	s ə p ə n t i ŋ 
sepenuhnya	s ə p ə n u h ɲ a 
sepenuh	s ə p ə n u h 
sepepak	s ə p ə p a ʔ 
seperah	s ə p ə r a h 
seperanggu	s ə p ə r a ŋ g u 
seperangkatan	s ə p ə r a ŋ k a t a n 
seperangkat	s ə p ə r a ŋ k a t 
seperantu	s ə p ə r a n t u 
seperasaan	s ə p ə r a s a ʔ a n 
seperdua	s ə p ə r d u a 
seperempat	s ə p ə r ə m p a t 
seperjalanan	s ə p ə r d ʒ a l a n a n 
seperjuangan	s ə p ə r d ʒ u a ŋ a n 
seperlima	s ə p ə r l i m a 
seperlunya	s ə p ə r l u ɲ a 
sepertegak	s ə p ə r t ə g a ʔ 
sepertiga	s ə p ə r t i g a 
sepertikan	s ə p ə r t i k a n 
sepertimana	s ə p ə r t i m a n a 
sepertinya	s ə p ə r t i ɲ a 
seperti	s ə p ə r t i 
seperunjung	s ə p ə r u n d ʒ u ŋ 
seperut	s ə p ə r u t 
sepesan	s ə p ə s a n 
sepésér	s ə p e s e r 
sepetang	s ə p ə t a ŋ 
sepetir	s ə p ə t i r 
sépét	s e p e t 
sepét	s ə p e t 
sepet	s ə p ə t 
sepihak	s ə p i h a ʔ 
sepiker	s ə p i k ə r 
sepinggang	s ə p i ŋ g a ŋ 
sepintas	s ə p i n t a s 
sepiring	s ə p i r i ŋ 
sepir	s ə p i r 
sepi	s ə p i 
-sepit	- s ə p i t 
sepit	s ə p i t 
sepohon	s ə p o h o n 
sepotong	s ə p o t o ŋ 
seprai	s ə p r a i 
sép	s e p 
sep	s ə p 
sépsis	s e p s i s 
sepuas	s ə p u a s 
sepucuk	s ə p u t ʃ u ʔ 
sepuhan	s ə p u h a n 
sepuh	s ə p u h 
sepuit	s ə p u i t 
sepuk	s ə p u ʔ 
sepulang	s ə p u l a ŋ 
sepulih	s ə p u l i h 
sepul	s ə p u l 
sepuluh	s ə p u l u h 
sepupu	s ə p u p u 
sepur	s ə p u r 
sepusat	s ə p u s a t 
seputar	s ə p u t a r 
seput	s ə p u t 
serabi	s ə r a b i 
serabutan	s ə r a b u t a n 
serabut	s ə r a b u t 
seragam	s ə r a g a m 
serahan	s ə r a h a n 
serahi	s ə r a h i 
sérah	s e r a h 
serah	s ə r a h 
sérai	s e r a i 
serai	s ə r a i 
serakah	s ə r a k a h 
sérak	s e r a ʔ 
serak	s ə r a ʔ 
seramai	s ə r a m a i 
serama	s ə r a m a 
serambi	s ə r a m b i 
serambut	s ə r a m b u t 
séramik	s e r a m i ʔ 
serampangan	s ə r a m p a ŋ a n 
serampang	s ə r a m p a ŋ 
serampin	s ə r a m p i n 
serampuk	s ə r a m p u ʔ 
seram	s ə r a m 
seranah	s ə r a n a h 
serana	s ə r a n a 
serandang	s ə r a n d a ŋ 
serandau	s ə r a n d a u 
serandung	s ə r a n d u ŋ 
sérangan	s e r a ŋ a n 
serangan	s ə r a ŋ a n 
serangga	s ə r a ŋ g a 
seranggung	s ə r a ŋ g u ŋ 
serangkaian	s ə r a ŋ k a i a n 
serangkai	s ə r a ŋ k a i 
serangkak	s ə r a ŋ k a ʔ 
serangsang	s ə r a ŋ s a ŋ 
sérang	s e r a ŋ 
serang	s ə r a ŋ 
serani	s ə r a n i 
séran	s e r a n 
seranta	s ə r a n t a 
serantau	s ə r a n t a u 
serapah	s ə r a p a h 
serapan	s ə r a p a n 
sérap	s e r a p 
serap	s ə r a p 
serasah	s ə r a s a h 
serasa	s ə r a s a 
sera	s ə r a 
serasi	s ə r a s i 
seratah	s ə r a t a h 
serata	s ə r a t a 
serati	s ə r a t i 
serat	s ə r a t 
seratung	s ə r a t u ŋ 
seratus	s ə r a t u s 
serau	s ə r a u 
seraut	s ə r a u t 
serawak	s ə r a w a ʔ 
serawal	s ə r a w a l 
seraya	s ə r a j a 
serbaguna	s ə r b a g u n a 
serbak	s ə r b a ʔ 
serbanéka	s ə r b a n e k a 
serban	s ə r b a n 
serbasama	s ə r b a s a m a 
serba	s ə r b a 
serbat	s ə r b a t 
serbét	s ə r b e t 
serbih	s ə r b i h 
serbi	s ə r b i 
serbuan	s ə r b u a n 
serbuk	s ə r b u ʔ 
serbu	s ə r b u 
serdadu	s ə r d a d u 
serdak	s ə r d a ʔ 
serdam	s ə r d a m 
serdang	s ə r d a ŋ 
serdawa	s ə r d a w a 
serdih	s ə r d i h 
serdi	s ə r d i 
séréalia	s e r e a l i a 
seregang	s ə r ə g a ŋ 
seregu	s ə r ə g u 
seremban	s ə r ə m b a n 
sérémonial	s e r e m o n i a l 
sérémoni	s e r e m o n i 
serempak	s ə r ə m p a ʔ 
serémpét	s ə r e m p e t 
serempu	s ə r ə m p u 
serendah	s ə r ə n d a h 
seréndéng	s ə r e n d e ŋ 
serengam	s ə r ə ŋ a m 
seréngéh	s ə r e ŋ e h 
serengit	s ə r ə ŋ i t 
seréng	s ə r e ŋ 
serenjak	s ə r ə n d ʒ a ʔ 
serenjang	s ə r ə n d ʒ a ŋ 
serentak	s ə r ə n t a ʔ 
serenta	s ə r ə n t a 
sérep	s e r ə p 
serep	s ə r ə p 
sérét	s e r e t 
serét	s ə r e t 
seret	s ə r ə t 
sergah	s ə r g a h 
sergam	s ə r g a m 
sergapan	s ə r g a p a n 
sergap	s ə r g a p 
sergut	s ə r g u t 
sérial	s e r i a l 
seriap	s ə r i a p 
seriat	s ə r i a t 
seriawan	s ə r i a w a n 
seribulan	s ə r i b u l a n 
seribu	s ə r i b u 
seriding	s ə r i d i ŋ 
serigala	s ə r i g a l a 
serikat	s ə r i k a t 
serikaya	s ə r i k a j a 
serik	s ə r i ʔ 
serimala	s ə r i m a l a 
serimpét	s ə r i m p e t 
serimpi	s ə r i m p i 
serimpung	s ə r i m p u ŋ 
serindai	s ə r i n d a i 
serindit	s ə r i n d i t 
seringai	s ə r i ŋ a i 
seringgit	s ə r i ŋ g i t 
seringing	s ə r i ŋ i ŋ 
seringkali	s ə r i ŋ k a l i 
seringnya	s ə r i ŋ ɲ a 
sering	s ə r i ŋ 
sériosa	s e r i o s a 
séri	s e r i 
seri	s ə r i 
serit	s ə r i t 
sérius	s e r i u s 
serkah	s ə r k a h 
serkai	s ə r k a i 
serkap	s ə r k a p 
serkup	s ə r k u p 
serlah	s ə r l a h 
serling	s ə r l i ŋ 
sermangin	s ə r m a ŋ i n 
sernak	s ə r n a ʔ 
serobéh	s ə r o b e h 
serobok	s ə r o b o ʔ 
serobotan	s ə r o b o t a n 
serobot	s ə r o b o t 
seroja	s ə r o d ʒ a 
sérokan	s e r o k a n 
sérok	s e r o ʔ 
sérologi	s e r o l o g i 
serombongan	s ə r o m b o ŋ a n 
serombong	s ə r o m b o ŋ 
serompok	s ə r o m p o ʔ 
serondok	s ə r o n d o ʔ 
serondol	s ə r o n d o l 
serondong	s ə r o n d o ŋ 
sérong	s e r o ŋ 
seronok	s ə r o n o ʔ 
seropot	s ə r o p o t 
séro	s e r o 
serosoh	s ə r o s o h 
serot	s ə r o t 
seroyongan	s ə r o j o ŋ a n 
seroyong	s ə r o j o ŋ 
serpentina	s ə r p ə n t i n a 
serpihan	s ə r p i h a n 
serpih	s ə r p i h 
sérsan	s e r s a n 
sérsi	s e r s i 
sertai	s ə r t a i 
sertakan	s ə r t a k a n 
serta	s ə r t a 
sértifikasi	s e r t i f i k a s i 
sértifikat	s e r t i f i k a t 
sértu	s e r t u 
sertu	s ə r t u 
seruak	s ə r u a ʔ 
seruan	s ə r u a n 
seruas	s ə r u a s 
seruda	s ə r u d a 
serudi	s ə r u d i 
serudukan	s ə r u d u k a n 
seruduk	s ə r u d u ʔ 
serugat	s ə r u g a t 
seruh	s ə r u h 
seruit	s ə r u i t 
seruk	s ə r u ʔ 
seruling	s ə r u l i ŋ 
serul	s ə r u l 
serumah	s ə r u m a h 
serumpun	s ə r u m p u n 
serumpu	s ə r u m p u 
sérum	s e r u m 
serunai	s ə r u n a i 
serundang	s ə r u n d a ŋ 
serunda	s ə r u n d a 
serundéng	s ə r u n d e ŋ 
serunjang	s ə r u n d ʒ a ŋ 
sérun	s e r u n 
seruntun	s ə r u n t u n 
serupa	s ə r u p a 
serupih	s ə r u p i h 
seruput	s ə r u p u t 
